date,device,failure,metric1,metric2,metric3,metric4,metric5,metric6,metric7,metric8,metric9,id,Health Score
0.0,S1F0FVBE,0,220310848.0,0.0,0.0,0.0,14.0,287997.0,0.0,0.0,0.0,84,100
0.0,S1F0FW8K,0,148364576.0,0.0,0.0,0.0,92.0,219483.0,0.0,0.0,0.0,85,90
0.0,S1F0FZ8F,0,131456656.0,0.0,0.0,0.0,7.0,196271.0,0.0,0.0,0.0,86,100
0.0,S1F0G0XX,0,199608968.0,0.0,0.0,0.0,12.0,286864.0,0.0,0.0,0.0,87,100
0.0,S1F0G9ZF,0,298304.0,0.0,0.0,0.0,70.0,220132.0,0.0,0.0,0.0,88,90
0.0,S1F0GCED,0,236579432.0,0.0,0.0,0.0,8.0,200873.0,0.0,0.0,0.0,89,100
0.0,S1F0GG8X,0,38395328.0,1232.0,0.0,0.0,11.0,187467.0,0.0,0.0,2.0,90,100
0.0,S1F0GGJD,0,729312.0,0.0,0.0,0.0,62.0,193739.0,0.0,0.0,0.0,91,90
0.0,S1F0GGPP,0,183315424.0,0.0,0.0,0.0,9.0,199329.0,0.0,0.0,0.0,92,100
0.0,S1F0GHJ1,0,42570952.0,0.0,0.0,0.0,58.0,220094.0,0.0,0.0,0.0,93,90
0.0,S1F0GJL9,0,54378424.0,0.0,0.0,0.0,63.0,222276.0,0.0,0.0,0.0,94,90
0.0,S1F0GJW3,0,118683272.0,0.0,0.0,0.0,8.0,201152.0,0.0,0.0,0.0,95,100
0.0,S1F0GKFX,0,107148272.0,0.0,0.0,0.0,65.0,223170.0,0.0,0.0,0.0,96,90
0.0,S1F0GKL6,0,234778096.0,0.0,0.0,0.0,90.0,221425.0,0.0,0.0,0.0,97,90
0.0,S1F0GPFZ,0,53071760.0,0.0,0.0,0.0,8.0,195262.0,0.0,0.0,0.0,98,100
0.0,S1F0GPXY,0,22380768.0,0.0,0.0,0.0,8.0,196205.0,0.0,0.0,0.0,99,100
0.0,S1F0GQCL,0,113057752.0,0.0,0.0,0.0,92.0,217629.0,0.0,0.0,0.0,100,90
0.0,S1F0GRB1,0,141979144.0,0.0,0.0,0.0,67.0,222055.0,0.0,0.0,0.0,101,90
0.0,S1F0GSD9,0,2373368.0,0.0,0.0,0.0,11.0,197582.0,0.0,0.0,0.0,102,100
0.0,S1F0GSHB,0,156384480.0,0.0,0.0,0.0,91.0,223965.0,0.0,0.0,0.0,103,90
0.0,S1F0GV0W,0,167290904.0,0.0,5.0,6.0,95.0,221821.0,0.0,0.0,0.0,104,90
0.0,S1F0H6JG,0,91780872.0,0.0,0.0,0.0,7.0,193033.0,0.0,0.0,0.0,105,100
0.0,S1F0H6JJ,0,146195960.0,0.0,0.0,0.0,32.0,249911.0,0.0,0.0,2.0,106,90
0.0,S1F0HWXJ,0,167636672.0,0.0,0.0,0.0,6.0,208328.0,0.0,0.0,0.0,107,100
0.0,S1F0J5JH,0,58802968.0,0.0,0.0,0.0,7.0,200198.0,0.0,0.0,0.0,108,100
0.0,S1F0JD7P,0,17000896.0,0.0,0.0,0.0,58.0,224281.0,0.0,0.0,0.0,109,90
0.0,S1F0JGJV,0,95214880.0,0.0,0.0,0.0,7.0,195474.0,0.0,0.0,0.0,110,100
0.0,S1F0JMRJ,0,111709616.0,0.0,0.0,0.0,39.0,254620.0,0.0,0.0,14.0,111,90
0.0,S1F0KY6R,0,128410712.0,0.0,0.0,0.0,14.0,284707.0,0.0,0.0,0.0,112,100
0.0,S1F0KYCR,0,175582800.0,0.0,0.0,0.0,9.0,198663.0,0.0,0.0,0.0,113,100
0.0,S1F0KZJJ,0,61131968.0,0.0,0.0,0.0,36.0,247392.0,0.0,0.0,0.0,114,90
0.0,S1F0L0DW,0,211717136.0,0.0,0.0,0.0,7.0,281947.0,0.0,0.0,0.0,115,100
0.0,S1F0L11K,0,205419560.0,0.0,0.0,0.0,6.0,205762.0,0.0,0.0,0.0,116,100
0.0,S1F0LBMG,0,210532624.0,0.0,0.0,0.0,7.0,281490.0,0.0,0.0,7.0,117,100
0.0,S1F0LBY2,0,129849824.0,0.0,0.0,0.0,11.0,444624.0,0.0,0.0,0.0,118,85
0.0,S1F0LC06,0,216641792.0,0.0,0.0,0.0,6.0,206400.0,0.0,0.0,0.0,119,100
0.0,S1F0LCKH,0,195863944.0,0.0,0.0,0.0,11.0,448235.0,0.0,0.0,0.0,120,85
0.0,S1F0LCQX,0,41300112.0,0.0,0.0,0.0,7.0,280015.0,0.0,0.0,0.0,121,100
0.0,S1F0LCS6,0,166809968.0,0.0,0.0,0.0,17.0,219974.0,0.0,0.0,0.0,122,90
0.0,S1F0LCSV,0,120472544.0,0.0,0.0,0.0,6.0,179427.0,0.0,0.0,0.0,123,100
0.0,S1F0LCTV,0,215846224.0,0.0,0.0,1.0,11.0,447025.0,0.0,0.0,0.0,124,85
0.0,S1F0LCVC,0,180474968.0,0.0,0.0,0.0,8.0,205331.0,0.0,0.0,0.0,125,100
0.0,S1F0LD15,0,142117744.0,0.0,0.0,0.0,6.0,281773.0,0.0,0.0,0.0,126,100
0.0,S1F0LD2C,0,168591160.0,0.0,0.0,0.0,12.0,436503.0,0.0,0.0,0.0,127,85
0.0,S1F0LD73,0,199920328.0,0.0,0.0,0.0,6.0,280756.0,0.0,0.0,0.0,128,100
0.0,S1F0LDB5,0,43449600.0,17408.0,0.0,1.0,15.0,182232.0,0.0,0.0,4.0,129,100
0.0,S1F0LDED,0,165274944.0,0.0,0.0,0.0,7.0,199853.0,0.0,0.0,0.0,130,100
0.0,S1F0LDKM,0,108908712.0,0.0,0.0,0.0,7.0,206291.0,0.0,0.0,1.0,131,100
0.0,S1F0LDLW,0,63119808.0,0.0,0.0,0.0,7.0,206317.0,0.0,0.0,0.0,132,100
0.0,S1F0LE2X,0,47840256.0,0.0,0.0,26.0,16.0,196011.0,0.0,0.0,4.0,133,85
0.0,S1F0LEBM,0,151010312.0,0.0,0.0,0.0,5.0,200795.0,0.0,0.0,5.0,134,100
0.0,S1F0LHH2,0,121405080.0,1056.0,0.0,6.0,8.0,198678.0,0.0,0.0,0.0,135,100
0.0,S1F0LL2X,0,216903096.0,0.0,1.0,14.0,6.0,206545.0,0.0,0.0,2.0,136,100
0.0,S1F0LLKM,0,68189000.0,0.0,0.0,0.0,11.0,200435.0,0.0,0.0,4.0,137,100
0.0,S1F0LQDQ,0,156881360.0,0.0,0.0,0.0,8.0,202765.0,0.0,0.0,0.0,138,100
0.0,S1F0LR01,0,81021168.0,0.0,0.0,8.0,9.0,169543.0,0.0,0.0,0.0,139,100
0.0,S1F0M2PQ,0,225018736.0,0.0,0.0,6.0,60.0,223751.0,0.0,0.0,0.0,140,90
0.0,S1F0MBV5,0,129543120.0,0.0,0.0,0.0,4.0,341740.0,0.0,0.0,0.0,141,85
0.0,S1F0P1K7,0,138312440.0,0.0,0.0,0.0,2.0,242939.0,0.0,0.0,0.0,142,100
0.0,S1F0P2B4,0,23533944.0,0.0,0.0,0.0,4.0,249201.0,0.0,0.0,0.0,143,100
0.0,S1F0P3G2,0,48342824.0,0.0,0.0,0.0,8.0,241097.0,0.0,0.0,1.0,144,100
0.0,S1F0PEVC,0,156787912.0,0.0,0.0,0.0,6.0,215682.0,0.0,0.0,1.0,145,100
0.0,S1F0PF59,0,24736600.0,0.0,0.0,0.0,6.0,243870.0,0.0,0.0,0.0,146,100
0.0,S1F0PF5Q,0,54443832.0,0.0,0.0,0.0,12.0,244150.0,0.0,0.0,98.0,147,100
0.0,S1F0PG6Z,0,151045488.0,0.0,0.0,20.0,10.0,200877.0,0.0,0.0,4.0,148,100
0.0,S1F0PGHQ,0,174166216.0,0.0,0.0,0.0,6.0,241256.0,0.0,0.0,0.0,149,100
0.0,S1F0PGZ6,0,124392280.0,0.0,0.0,0.0,5.0,243699.0,0.0,0.0,2.0,150,100
0.0,S1F0PJAJ,0,221601392.0,0.0,0.0,0.0,12.0,246536.0,0.0,0.0,0.0,151,100
0.0,S1F0PJJW,0,202194456.0,0.0,0.0,0.0,6.0,239294.0,0.0,0.0,0.0,152,100
0.0,S1F0PJZP,0,203872952.0,0.0,0.0,0.0,12.0,241018.0,0.0,0.0,0.0,153,100
0.0,S1F0PK2J,0,173213656.0,0.0,0.0,0.0,6.0,248974.0,0.0,0.0,0.0,154,100
0.0,S1F0PK70,0,13491816.0,0.0,0.0,0.0,7.0,212073.0,0.0,0.0,0.0,155,100
0.0,S1F0PL0R,0,81639352.0,0.0,0.0,0.0,6.0,220514.0,0.0,0.0,0.0,156,100
0.0,S1F0PL7D,0,121954672.0,0.0,0.0,0.0,6.0,240935.0,0.0,0.0,1.0,157,100
0.0,S1F0PLEL,0,224186232.0,0.0,0.0,0.0,7.0,217381.0,0.0,0.0,0.0,158,100
0.0,S1F0PXZL,0,172194432.0,0.0,0.0,0.0,8.0,380445.0,0.0,0.0,0.0,159,85
0.0,S1F0QF3R,0,87216432.0,0.0,0.0,0.0,12.0,200440.0,0.0,0.0,1.0,160,100
0.0,S1F0QWEQ,0,115814816.0,0.0,0.0,0.0,9.0,220023.0,0.0,0.0,2.0,161,100
0.0,S1F0QWGA,0,239161152.0,0.0,0.0,0.0,6.0,201423.0,0.0,0.0,0.0,162,100
0.0,S1F0QWGD,0,29108992.0,0.0,0.0,0.0,17.0,219413.0,0.0,0.0,2.0,163,90
0.0,S1F0QWPP,0,9983976.0,0.0,0.0,0.0,8.0,191439.0,0.0,0.0,0.0,164,100
0.0,S1F0QWV6,0,26328712.0,0.0,0.0,9.0,8.0,185511.0,0.0,0.0,1.0,165,100
0.0,S1F0QWWF,0,177648608.0,0.0,0.0,0.0,6.0,219810.0,0.0,0.0,0.0,166,100
0.0,S1F0QWYG,0,183009864.0,0.0,0.0,0.0,6.0,196719.0,0.0,0.0,0.0,167,100
0.0,S1F0QWZP,0,165690112.0,0.0,0.0,0.0,12.0,201601.0,0.0,0.0,2.0,168,100
0.0,S1F0QX41,0,156719232.0,0.0,0.0,0.0,17.0,220399.0,0.0,0.0,0.0,169,90
0.0,S1F0QX4C,0,155578104.0,0.0,0.0,0.0,12.0,186429.0,0.0,0.0,0.0,170,100
0.0,S1F0QXCB,0,232321216.0,0.0,0.0,6.0,8.0,201507.0,0.0,0.0,1.0,171,100
0.0,S1F0QXDD,0,137279848.0,0.0,0.0,0.0,8.0,188222.0,0.0,0.0,0.0,172,100
0.0,S1F0QXDQ,0,217184136.0,0.0,0.0,0.0,6.0,190378.0,0.0,0.0,0.0,173,100
0.0,S1F0QXM0,0,144456576.0,0.0,0.0,0.0,9.0,175469.0,0.0,0.0,0.0,174,100
0.0,S1F0QXNB,0,19363776.0,0.0,0.0,0.0,16.0,220025.0,0.0,0.0,2.0,175,90
0.0,S1F0QXRG,0,182117472.0,0.0,0.0,15.0,12.0,163552.0,0.0,0.0,0.0,176,100
0.0,S1F0QXTJ,0,98523584.0,0.0,0.0,0.0,17.0,217890.0,0.0,0.0,0.0,177,90
0.0,S1F0QXVD,0,35870128.0,0.0,0.0,0.0,6.0,217610.0,0.0,0.0,0.0,178,100
0.0,S1F0QXXH,0,29726472.0,0.0,0.0,0.0,13.0,216071.0,0.0,0.0,0.0,179,100
0.0,S1F0QXYA,0,218318296.0,0.0,2.0,0.0,13.0,186514.0,0.0,0.0,2794.0,180,90
0.0,S1F0QXZS,0,199126528.0,0.0,0.0,13.0,9.0,191274.0,0.0,0.0,0.0,181,100
0.0,S1F0QY05,0,134076008.0,0.0,0.0,2.0,10.0,220123.0,0.0,0.0,0.0,182,100
0.0,S1F0QY0Q,0,241721712.0,0.0,0.0,0.0,5.0,209517.0,0.0,0.0,6.0,183,100
0.0,S1F0QY11,0,10684704.0,0.0,0.0,9.0,7.0,207615.0,16.0,16.0,0.0,184,100
0.0,S1F0QY1C,0,91742664.0,0.0,5.0,0.0,11.0,248836.0,0.0,0.0,2.0,185,100
0.0,S1F0QY71,0,96821064.0,0.0,0.0,0.0,13.0,216397.0,0.0,0.0,0.0,186,100
0.0,S1F0QY8S,0,30685944.0,0.0,0.0,0.0,11.0,191625.0,0.0,0.0,0.0,187,100
0.0,S1F0QYBJ,0,32919128.0,0.0,0.0,0.0,8.0,197503.0,0.0,0.0,0.0,188,100
0.0,S1F0QYJX,0,26388160.0,0.0,2.0,0.0,5.0,248589.0,0.0,0.0,1.0,189,100
0.0,S1F0QYLA,0,167760320.0,0.0,1.0,0.0,5.0,240983.0,0.0,0.0,0.0,190,100
0.0,S1F0QYMX,0,93625680.0,0.0,0.0,0.0,5.0,248423.0,0.0,0.0,5.0,191,100
0.0,S1F0QYND,0,62045856.0,1160.0,0.0,17.0,6.0,248283.0,0.0,0.0,2.0,192,100
0.0,S1F0QYPA,0,30858600.0,0.0,0.0,0.0,8.0,185632.0,0.0,0.0,0.0,193,100
0.0,S1F0QYRB,0,238486208.0,0.0,0.0,6.0,10.0,211587.0,0.0,0.0,0.0,194,100
0.0,S1F0QYRS,0,126314952.0,0.0,0.0,0.0,11.0,218626.0,0.0,0.0,4.0,195,100
0.0,S1F0QYX3,0,208057056.0,0.0,0.0,0.0,16.0,219577.0,0.0,0.0,3.0,196,90
0.0,S1F0QYX4,0,23849392.0,0.0,0.0,0.0,8.0,189751.0,0.0,0.0,1.0,197,100
0.0,S1F0QYYB,0,201857416.0,0.0,0.0,0.0,11.0,244977.0,0.0,0.0,0.0,198,100
0.0,S1F0QZ0P,0,78973104.0,0.0,0.0,1.0,16.0,217411.0,6.0,6.0,1.0,199,90
0.0,S1F0QZSF,0,38293784.0,0.0,0.0,0.0,9.0,190676.0,0.0,0.0,0.0,200,100
0.0,S1F0QZXV,0,172431104.0,0.0,0.0,0.0,7.0,201766.0,0.0,0.0,0.0,201,100
0.0,S1F0QZYJ,0,169070552.0,0.0,0.0,0.0,11.0,248480.0,0.0,0.0,0.0,202,100
0.0,S1F0R0JT,0,51563264.0,0.0,0.0,0.0,17.0,218640.0,0.0,0.0,0.0,203,90
0.0,S1F0R0PX,0,4041152.0,0.0,0.0,0.0,12.0,216303.0,0.0,0.0,0.0,204,100
0.0,S1F0R12B,0,113161400.0,0.0,0.0,0.0,6.0,215453.0,0.0,0.0,0.0,205,100
0.0,S1F0R12Y,0,214843976.0,0.0,0.0,0.0,9.0,218320.0,0.0,0.0,1.0,206,100
0.0,S1F0R15Y,0,102455016.0,0.0,0.0,0.0,6.0,220307.0,0.0,0.0,0.0,207,100
0.0,S1F0R1GK,0,214204560.0,0.0,0.0,0.0,17.0,217588.0,0.0,0.0,0.0,208,90
0.0,S1F0R20R,0,142192576.0,0.0,0.0,0.0,10.0,218252.0,0.0,0.0,0.0,209,100
0.0,S1F0R2CW,0,44275160.0,0.0,0.0,0.0,9.0,219881.0,0.0,0.0,0.0,210,100
0.0,S1F0R2KW,0,177924640.0,0.0,0.0,0.0,8.0,217447.0,0.0,0.0,0.0,211,100
0.0,S1F0R2RJ,0,149103312.0,0.0,0.0,0.0,9.0,184664.0,0.0,0.0,0.0,212,100
0.0,S1F0R2S6,0,237004056.0,0.0,0.0,0.0,8.0,189307.0,0.0,0.0,5.0,213,100
0.0,S1F0R2SV,0,22472720.0,0.0,0.0,0.0,13.0,217823.0,0.0,0.0,1.0,214,100
0.0,S1F0R2VP,0,86072160.0,0.0,0.0,0.0,12.0,220900.0,0.0,0.0,0.0,215,100
0.0,S1F0R2VR,0,144964112.0,0.0,0.0,0.0,6.0,190174.0,0.0,0.0,0.0,216,100
0.0,S1F0R37Q,0,89922656.0,0.0,0.0,0.0,7.0,188654.0,0.0,0.0,4.0,217,100
0.0,S1F0R3FB,0,115946832.0,0.0,0.0,12.0,6.0,219725.0,0.0,0.0,0.0,218,100
0.0,S1F0R3JV,0,212851856.0,0.0,0.0,0.0,6.0,200292.0,0.0,0.0,0.0,219,100
0.0,S1F0R3LG,0,206216632.0,0.0,0.0,0.0,6.0,215753.0,0.0,0.0,0.0,220,100
0.0,S1F0R3N9,0,110363088.0,0.0,0.0,6.0,16.0,219047.0,0.0,0.0,0.0,221,90
0.0,S1F0R4JP,0,209839208.0,0.0,0.0,0.0,16.0,209646.0,0.0,0.0,0.0,222,90
0.0,S1F0R4JY,0,55982144.0,0.0,0.0,0.0,7.0,388778.0,0.0,0.0,0.0,223,85
0.0,S1F0R4Q8,0,88768680.0,0.0,0.0,0.0,6.0,196576.0,0.0,0.0,0.0,224,100
0.0,S1F0R4YC,0,111512096.0,0.0,0.0,27.0,11.0,216368.0,0.0,0.0,0.0,225,95
0.0,S1F0RG6V,0,218160168.0,0.0,0.0,0.0,8.0,186469.0,0.0,0.0,0.0,226,100
0.0,S1F0RKT7,0,233898336.0,0.0,0.0,0.0,9.0,334400.0,0.0,0.0,13.0,227,85
0.0,S1F0RM77,0,116885712.0,0.0,0.0,0.0,11.0,199046.0,0.0,0.0,0.0,228,100
0.0,S1F0RQLR,0,162608736.0,0.0,0.0,0.0,7.0,243063.0,0.0,0.0,0.0,229,100
0.0,S1F0RR0C,0,185880024.0,0.0,0.0,0.0,12.0,312015.0,0.0,0.0,0.0,230,85
0.0,S1F0RR2E,0,130143688.0,0.0,0.0,0.0,8.0,247052.0,0.0,0.0,0.0,231,100
0.0,S1F0RR35,0,194760840.0,136.0,0.0,0.0,12.0,262938.0,0.0,0.0,0.0,232,100
0.0,S1F0RR5M,0,114539208.0,0.0,0.0,6.0,10.0,193540.0,0.0,0.0,0.0,233,100
0.0,S1F0RR69,0,149775208.0,0.0,0.0,6.0,10.0,327793.0,0.0,0.0,0.0,234,85
0.0,S1F0RR7L,0,187633224.0,0.0,0.0,0.0,13.0,242528.0,0.0,0.0,0.0,235,100
0.0,S1F0RRB1,0,5230888.0,2288.0,0.0,37.0,8.0,39267.0,24.0,24.0,1.0,236,95
0.0,S1F0RRDW,0,231173024.0,0.0,0.0,0.0,8.0,244580.0,0.0,0.0,0.0,237,100
0.0,S1F0RREN,0,50458400.0,0.0,0.0,0.0,11.0,198649.0,0.0,0.0,1.0,238,100
0.0,S1F0RRXY,0,186368056.0,0.0,0.0,0.0,6.0,385044.0,0.0,0.0,0.0,239,85
0.0,S1F0RS3B,0,210389736.0,0.0,0.0,0.0,7.0,246156.0,0.0,0.0,0.0,240,100
